2026-04-24 14:18:43 INFO     Starting simulation...
2026-04-24 14:18:49 WARNING  1164 points with problematic saturation / inverse linearity values!
2026-04-24 14:18:51 INFO     Simulating filter F158...
2026-04-24 14:18:52 INFO     Creating PSF using stpsf
2026-04-24 14:18:53 INFO     Using pupil mask 'F062' and detector 'WFI01'.
2026-04-24 14:18:53 INFO     Using pupil mask 'F062' and detector 'WFI04'.
2026-04-24 14:18:53 INFO     Using pupil mask 'F158' and detector 'WFI04'.
2026-04-24 14:18:53 INFO     No source spectrum supplied, therefore defaulting to 5700 K blackbody
2026-04-24 14:18:53 INFO     Computing wavelength weights using synthetic photometry for F158...
2026-04-24 14:18:54 INFO     Using pupil mask 'F158' and detector 'WFI04'.
2026-04-24 14:18:54 INFO     PSF calc using fov_arcsec = 5.000000, oversample = 4, number of wavelengths = 10
2026-04-24 14:18:54 INFO     Creating optical system model:
2026-04-24 14:18:54 INFO     Initialized OpticalSystem: Roman+WFI
2026-04-24 14:18:54 INFO     Roman Entrance Pupil: Loaded amplitude transmission from /home/np274/roman_l2_job/stpsf-data/WFI/pupils/RST_WIM_Filter_F158_WFI04.fits.gz
2026-04-24 14:18:54 INFO     Roman Entrance Pupil: Loaded OPD from /home/np274/roman_l2_job/stpsf-data/upscaled_HST_OPD.fits
2026-04-24 14:18:54 INFO     Added pupil plane: Roman Entrance Pupil
2026-04-24 14:18:54 INFO     Added coordinate inversion plane: OTE exit pupil
2026-04-24 14:18:54 INFO     Added pupil plane: Field Dependent Aberration (WFI04)
2026-04-24 14:18:54 INFO     Added detector with pixelscale=0.1078577405 and oversampling=4: WFI detector
2026-04-24 14:18:54 INFO     Calculating PSF with 10 wavelengths
2026-04-24 14:18:54 INFO      Propagating wavelength = 1.4013e-06 m
2026-04-24 14:19:07 INFO      Propagating wavelength = 1.4419e-06 m
2026-04-24 14:19:08 INFO      Propagating wavelength = 1.4825e-06 m
2026-04-24 14:19:10 INFO      Propagating wavelength = 1.5231e-06 m
2026-04-24 14:19:11 INFO      Propagating wavelength = 1.5637e-06 m
2026-04-24 14:19:13 INFO      Propagating wavelength = 1.6043e-06 m
2026-04-24 14:19:14 INFO      Propagating wavelength = 1.6449e-06 m
2026-04-24 14:19:16 INFO      Propagating wavelength = 1.6855e-06 m
2026-04-24 14:19:17 INFO      Propagating wavelength = 1.7261e-06 m
2026-04-24 14:19:19 INFO      Propagating wavelength = 1.7667e-06 m
2026-04-24 14:19:20 INFO       Calculation completed in 26.349 s
2026-04-24 14:19:20 INFO     PSF Calculation completed.
2026-04-24 14:19:20 INFO     Calculating jitter using gaussian
2026-04-24 14:19:20 INFO     Jitter: Convolving with Gaussian with sigma=0.012 arcsec
2026-04-24 14:19:20 INFO             resulting image peak drops to 0.972 of its previous value
2026-04-24 14:19:20 INFO     Detector charge diffusion not applied because charge_diffusion_sigma option is 0
2026-04-24 14:19:20 INFO      Adding extension with image downsampled to detector pixel scale.
2026-04-24 14:19:20 INFO      Downsampling to detector pixel scale, by 4
2026-04-24 14:19:20 INFO      Downsampling to detector pixel scale, by 4
2026-04-24 14:19:20 INFO     Creating PSF using stpsf
2026-04-24 14:19:20 INFO     Using pupil mask 'F062' and detector 'WFI01'.
2026-04-24 14:19:20 INFO     Using pupil mask 'F062' and detector 'WFI04'.
2026-04-24 14:19:20 INFO     Using pupil mask 'F158' and detector 'WFI04'.
2026-04-24 14:19:20 INFO     No source spectrum supplied, therefore defaulting to 5700 K blackbody
2026-04-24 14:19:20 INFO     Computing wavelength weights using synthetic photometry for F158...
2026-04-24 14:19:21 INFO     Using pupil mask 'F158' and detector 'WFI04'.
2026-04-24 14:19:21 INFO     PSF calc using fov_arcsec = 5.000000, oversample = 4, number of wavelengths = 10
2026-04-24 14:19:21 INFO     Creating optical system model:
2026-04-24 14:19:21 INFO     Initialized OpticalSystem: Roman+WFI
2026-04-24 14:19:21 INFO     Roman Entrance Pupil: Loaded amplitude transmission from /home/np274/roman_l2_job/stpsf-data/WFI/pupils/RST_WIM_Filter_F158_WFI04.fits.gz
2026-04-24 14:19:21 INFO     Roman Entrance Pupil: Loaded OPD from /home/np274/roman_l2_job/stpsf-data/upscaled_HST_OPD.fits
2026-04-24 14:19:21 INFO     Added pupil plane: Roman Entrance Pupil
2026-04-24 14:19:21 INFO     Added coordinate inversion plane: OTE exit pupil
2026-04-24 14:19:21 INFO     Added pupil plane: Field Dependent Aberration (WFI04)
2026-04-24 14:19:21 INFO     Added detector with pixelscale=0.1078577405 and oversampling=4: WFI detector
2026-04-24 14:19:21 INFO     Calculating PSF with 10 wavelengths
2026-04-24 14:19:21 INFO      Propagating wavelength = 1.4013e-06 m
2026-04-24 14:19:23 INFO      Propagating wavelength = 1.4419e-06 m
2026-04-24 14:19:24 INFO      Propagating wavelength = 1.4825e-06 m
2026-04-24 14:19:26 INFO      Propagating wavelength = 1.5231e-06 m
2026-04-24 14:19:27 INFO      Propagating wavelength = 1.5637e-06 m
2026-04-24 14:19:29 INFO      Propagating wavelength = 1.6043e-06 m
2026-04-24 14:19:30 INFO      Propagating wavelength = 1.6449e-06 m
2026-04-24 14:19:32 INFO      Propagating wavelength = 1.6855e-06 m
2026-04-24 14:19:33 INFO      Propagating wavelength = 1.7261e-06 m
2026-04-24 14:19:35 INFO      Propagating wavelength = 1.7667e-06 m
2026-04-24 14:19:36 INFO       Calculation completed in 15.272 s
2026-04-24 14:19:36 INFO     PSF Calculation completed.
2026-04-24 14:19:36 INFO     Calculating jitter using gaussian
2026-04-24 14:19:36 INFO     Jitter: Convolving with Gaussian with sigma=0.012 arcsec
2026-04-24 14:19:36 INFO             resulting image peak drops to 0.973 of its previous value
2026-04-24 14:19:36 INFO     Detector charge diffusion not applied because charge_diffusion_sigma option is 0
2026-04-24 14:19:36 INFO      Adding extension with image downsampled to detector pixel scale.
2026-04-24 14:19:36 INFO      Downsampling to detector pixel scale, by 4
2026-04-24 14:19:36 INFO      Downsampling to detector pixel scale, by 4
2026-04-24 14:19:36 INFO     Creating PSF using stpsf
2026-04-24 14:19:37 INFO     Using pupil mask 'F062' and detector 'WFI01'.
2026-04-24 14:19:37 INFO     Using pupil mask 'F062' and detector 'WFI04'.
2026-04-24 14:19:37 INFO     Using pupil mask 'F158' and detector 'WFI04'.
2026-04-24 14:19:37 INFO     No source spectrum supplied, therefore defaulting to 5700 K blackbody
2026-04-24 14:19:37 INFO     Computing wavelength weights using synthetic photometry for F158...
2026-04-24 14:19:37 INFO     Using pupil mask 'F158' and detector 'WFI04'.
2026-04-24 14:19:37 INFO     PSF calc using fov_arcsec = 5.000000, oversample = 4, number of wavelengths = 10
2026-04-24 14:19:37 INFO     Creating optical system model:
2026-04-24 14:19:37 INFO     Initialized OpticalSystem: Roman+WFI
2026-04-24 14:19:37 INFO     Roman Entrance Pupil: Loaded amplitude transmission from /home/np274/roman_l2_job/stpsf-data/WFI/pupils/RST_WIM_Filter_F158_WFI04.fits.gz
2026-04-24 14:19:37 INFO     Roman Entrance Pupil: Loaded OPD from /home/np274/roman_l2_job/stpsf-data/upscaled_HST_OPD.fits
2026-04-24 14:19:37 INFO     Added pupil plane: Roman Entrance Pupil
2026-04-24 14:19:37 INFO     Added coordinate inversion plane: OTE exit pupil
2026-04-24 14:19:37 INFO     Added pupil plane: Field Dependent Aberration (WFI04)
2026-04-24 14:19:37 INFO     Added detector with pixelscale=0.1078577405 and oversampling=4: WFI detector
2026-04-24 14:19:37 INFO     Calculating PSF with 10 wavelengths
2026-04-24 14:19:37 INFO      Propagating wavelength = 1.4013e-06 m
2026-04-24 14:19:39 INFO      Propagating wavelength = 1.4419e-06 m
2026-04-24 14:19:40 INFO      Propagating wavelength = 1.4825e-06 m
2026-04-24 14:19:42 INFO      Propagating wavelength = 1.5231e-06 m
2026-04-24 14:19:44 INFO      Propagating wavelength = 1.5637e-06 m
2026-04-24 14:19:45 INFO      Propagating wavelength = 1.6043e-06 m
2026-04-24 14:19:47 INFO      Propagating wavelength = 1.6449e-06 m
2026-04-24 14:19:48 INFO      Propagating wavelength = 1.6855e-06 m
2026-04-24 14:19:50 INFO      Propagating wavelength = 1.7261e-06 m
2026-04-24 14:19:51 INFO      Propagating wavelength = 1.7667e-06 m
2026-04-24 14:19:53 INFO       Calculation completed in 15.178 s
2026-04-24 14:19:53 INFO     PSF Calculation completed.
2026-04-24 14:19:53 INFO     Calculating jitter using gaussian
2026-04-24 14:19:53 INFO     Jitter: Convolving with Gaussian with sigma=0.012 arcsec
2026-04-24 14:19:53 INFO             resulting image peak drops to 0.973 of its previous value
2026-04-24 14:19:53 INFO     Detector charge diffusion not applied because charge_diffusion_sigma option is 0
2026-04-24 14:19:53 INFO      Adding extension with image downsampled to detector pixel scale.
2026-04-24 14:19:53 INFO      Downsampling to detector pixel scale, by 4
2026-04-24 14:19:53 INFO      Downsampling to detector pixel scale, by 4
2026-04-24 14:19:53 INFO     Creating PSF using stpsf
2026-04-24 14:19:53 INFO     Using pupil mask 'F062' and detector 'WFI01'.
2026-04-24 14:19:53 INFO     Using pupil mask 'F062' and detector 'WFI04'.
2026-04-24 14:19:53 INFO     Using pupil mask 'F158' and detector 'WFI04'.
2026-04-24 14:19:53 INFO     No source spectrum supplied, therefore defaulting to 5700 K blackbody
2026-04-24 14:19:53 INFO     Computing wavelength weights using synthetic photometry for F158...
2026-04-24 14:19:53 INFO     Using pupil mask 'F158' and detector 'WFI04'.
2026-04-24 14:19:53 INFO     PSF calc using fov_arcsec = 5.000000, oversample = 4, number of wavelengths = 10
2026-04-24 14:19:53 INFO     Creating optical system model:
2026-04-24 14:19:53 INFO     Initialized OpticalSystem: Roman+WFI
2026-04-24 14:19:54 INFO     Roman Entrance Pupil: Loaded amplitude transmission from /home/np274/roman_l2_job/stpsf-data/WFI/pupils/RST_WIM_Filter_F158_WFI04.fits.gz
2026-04-24 14:19:54 INFO     Roman Entrance Pupil: Loaded OPD from /home/np274/roman_l2_job/stpsf-data/upscaled_HST_OPD.fits
2026-04-24 14:19:54 INFO     Added pupil plane: Roman Entrance Pupil
2026-04-24 14:19:54 INFO     Added coordinate inversion plane: OTE exit pupil
2026-04-24 14:19:54 INFO     Added pupil plane: Field Dependent Aberration (WFI04)
2026-04-24 14:19:54 INFO     Added detector with pixelscale=0.1078577405 and oversampling=4: WFI detector
2026-04-24 14:19:54 INFO     Calculating PSF with 10 wavelengths
2026-04-24 14:19:54 INFO      Propagating wavelength = 1.4013e-06 m
2026-04-24 14:19:55 INFO      Propagating wavelength = 1.4419e-06 m
2026-04-24 14:19:57 INFO      Propagating wavelength = 1.4825e-06 m
2026-04-24 14:19:58 INFO      Propagating wavelength = 1.5231e-06 m
2026-04-24 14:20:00 INFO      Propagating wavelength = 1.5637e-06 m
2026-04-24 14:20:01 INFO      Propagating wavelength = 1.6043e-06 m
2026-04-24 14:20:03 INFO      Propagating wavelength = 1.6449e-06 m
2026-04-24 14:20:04 INFO      Propagating wavelength = 1.6855e-06 m
2026-04-24 14:20:06 INFO      Propagating wavelength = 1.7261e-06 m
2026-04-24 14:20:07 INFO      Propagating wavelength = 1.7667e-06 m
2026-04-24 14:20:09 INFO       Calculation completed in 15.140 s
2026-04-24 14:20:09 INFO     PSF Calculation completed.
2026-04-24 14:20:09 INFO     Calculating jitter using gaussian
2026-04-24 14:20:09 INFO     Jitter: Convolving with Gaussian with sigma=0.012 arcsec
2026-04-24 14:20:09 INFO             resulting image peak drops to 0.973 of its previous value
2026-04-24 14:20:09 INFO     Detector charge diffusion not applied because charge_diffusion_sigma option is 0
2026-04-24 14:20:09 INFO      Adding extension with image downsampled to detector pixel scale.
2026-04-24 14:20:09 INFO      Downsampling to detector pixel scale, by 4
2026-04-24 14:20:09 INFO      Downsampling to detector pixel scale, by 4
2026-04-24 14:20:22 WARNING  max(qe) > 1.1; this seems weird?!
2026-04-24 14:20:22 WARNING  Found 5 pixels with implied qe > 2; clipping these to qe 2
2026-04-24 14:20:22 INFO     Adding 157 sources to image...
2026-04-24 14:20:34 INFO     Rendered 78 point sources in 0.0538 seconds
2026-04-24 14:20:34 INFO     Rendered 157 total sources in 2.56 seconds
2026-04-24 14:20:39 INFO     Apportioning electrons to resultants...
/home/np274/roman_l2_job/.pixi/envs/default/lib/python3.12/site-packages/romanisim/persistence.py:252: RuntimeWarning: invalid value encountered in power
  * (x / x0)**alpha * (dt / 1000)**(-gamma))
2026-04-24 14:23:12 INFO     Adding IPC...
2026-04-24 14:23:32 INFO     Adding read noise...
2026-04-24 14:24:08 INFO     Fitting ramps.
2026-04-24 14:24:21 INFO     Simulation complete.
