2026-04-24 16:01:43 INFO     Starting simulation...
2026-04-24 16:01:52 WARNING  136 points with problematic saturation / inverse linearity values!
2026-04-24 16:01:55 INFO     Simulating filter F158...
2026-04-24 16:01:56 INFO     Creating PSF using stpsf
2026-04-24 16:01:57 INFO     Using pupil mask 'F062' and detector 'WFI01'.
2026-04-24 16:01:57 INFO     Using pupil mask 'F062' and detector 'WFI15'.
2026-04-24 16:01:57 INFO     Using pupil mask 'F158' and detector 'WFI15'.
2026-04-24 16:01:57 INFO     No source spectrum supplied, therefore defaulting to 5700 K blackbody
2026-04-24 16:01:57 INFO     Computing wavelength weights using synthetic photometry for F158...
2026-04-24 16:01:58 INFO     Using pupil mask 'F158' and detector 'WFI15'.
2026-04-24 16:01:58 INFO     PSF calc using fov_arcsec = 5.000000, oversample = 4, number of wavelengths = 10
2026-04-24 16:01:58 INFO     Creating optical system model:
2026-04-24 16:01:58 INFO     Initialized OpticalSystem: Roman+WFI
2026-04-24 16:01:58 INFO     Roman Entrance Pupil: Loaded amplitude transmission from /home/np274/roman_l2_job/stpsf-data/WFI/pupils/RST_WIM_Filter_F158_WFI15.fits.gz
2026-04-24 16:01:58 INFO     Roman Entrance Pupil: Loaded OPD from /home/np274/roman_l2_job/stpsf-data/upscaled_HST_OPD.fits
2026-04-24 16:01:58 INFO     Added pupil plane: Roman Entrance Pupil
2026-04-24 16:01:58 INFO     Added coordinate inversion plane: OTE exit pupil
2026-04-24 16:01:58 INFO     Added pupil plane: Field Dependent Aberration (WFI15)
2026-04-24 16:01:58 INFO     Added detector with pixelscale=0.1078577405 and oversampling=4: WFI detector
2026-04-24 16:01:58 INFO     Calculating PSF with 10 wavelengths
2026-04-24 16:01:58 INFO      Propagating wavelength = 1.3983e-06 m
2026-04-24 16:02:11 INFO      Propagating wavelength = 1.4389e-06 m
2026-04-24 16:02:12 INFO      Propagating wavelength = 1.4795e-06 m
2026-04-24 16:02:14 INFO      Propagating wavelength = 1.5201e-06 m
2026-04-24 16:02:15 INFO      Propagating wavelength = 1.5607e-06 m
2026-04-24 16:02:16 INFO      Propagating wavelength = 1.6013e-06 m
2026-04-24 16:02:18 INFO      Propagating wavelength = 1.6419e-06 m
2026-04-24 16:02:19 INFO      Propagating wavelength = 1.6825e-06 m
2026-04-24 16:02:21 INFO      Propagating wavelength = 1.7231e-06 m
2026-04-24 16:02:22 INFO      Propagating wavelength = 1.7637e-06 m
2026-04-24 16:02:24 INFO       Calculation completed in 25.507 s
2026-04-24 16:02:24 INFO     PSF Calculation completed.
2026-04-24 16:02:24 INFO     Calculating jitter using gaussian
2026-04-24 16:02:24 INFO     Jitter: Convolving with Gaussian with sigma=0.012 arcsec
2026-04-24 16:02:24 INFO             resulting image peak drops to 0.973 of its previous value
2026-04-24 16:02:24 INFO     Detector charge diffusion not applied because charge_diffusion_sigma option is 0
2026-04-24 16:02:24 INFO      Adding extension with image downsampled to detector pixel scale.
2026-04-24 16:02:24 INFO      Downsampling to detector pixel scale, by 4
2026-04-24 16:02:24 INFO      Downsampling to detector pixel scale, by 4
2026-04-24 16:02:24 INFO     Creating PSF using stpsf
2026-04-24 16:02:24 INFO     Using pupil mask 'F062' and detector 'WFI01'.
2026-04-24 16:02:24 INFO     Using pupil mask 'F062' and detector 'WFI15'.
2026-04-24 16:02:24 INFO     Using pupil mask 'F158' and detector 'WFI15'.
2026-04-24 16:02:24 INFO     No source spectrum supplied, therefore defaulting to 5700 K blackbody
2026-04-24 16:02:24 INFO     Computing wavelength weights using synthetic photometry for F158...
2026-04-24 16:02:24 INFO     Using pupil mask 'F158' and detector 'WFI15'.
2026-04-24 16:02:24 INFO     PSF calc using fov_arcsec = 5.000000, oversample = 4, number of wavelengths = 10
2026-04-24 16:02:24 INFO     Creating optical system model:
2026-04-24 16:02:24 INFO     Initialized OpticalSystem: Roman+WFI
2026-04-24 16:02:24 INFO     Roman Entrance Pupil: Loaded amplitude transmission from /home/np274/roman_l2_job/stpsf-data/WFI/pupils/RST_WIM_Filter_F158_WFI15.fits.gz
2026-04-24 16:02:24 INFO     Roman Entrance Pupil: Loaded OPD from /home/np274/roman_l2_job/stpsf-data/upscaled_HST_OPD.fits
2026-04-24 16:02:24 INFO     Added pupil plane: Roman Entrance Pupil
2026-04-24 16:02:24 INFO     Added coordinate inversion plane: OTE exit pupil
2026-04-24 16:02:24 INFO     Added pupil plane: Field Dependent Aberration (WFI15)
2026-04-24 16:02:25 INFO     Added detector with pixelscale=0.1078577405 and oversampling=4: WFI detector
2026-04-24 16:02:25 INFO     Calculating PSF with 10 wavelengths
2026-04-24 16:02:25 INFO      Propagating wavelength = 1.3983e-06 m
2026-04-24 16:02:26 INFO      Propagating wavelength = 1.4389e-06 m
2026-04-24 16:02:27 INFO      Propagating wavelength = 1.4795e-06 m
2026-04-24 16:02:29 INFO      Propagating wavelength = 1.5201e-06 m
2026-04-24 16:02:30 INFO      Propagating wavelength = 1.5607e-06 m
2026-04-24 16:02:32 INFO      Propagating wavelength = 1.6013e-06 m
2026-04-24 16:02:33 INFO      Propagating wavelength = 1.6419e-06 m
2026-04-24 16:02:35 INFO      Propagating wavelength = 1.6825e-06 m
2026-04-24 16:02:36 INFO      Propagating wavelength = 1.7231e-06 m
2026-04-24 16:02:38 INFO      Propagating wavelength = 1.7637e-06 m
2026-04-24 16:02:39 INFO       Calculation completed in 14.678 s
2026-04-24 16:02:39 INFO     PSF Calculation completed.
2026-04-24 16:02:39 INFO     Calculating jitter using gaussian
2026-04-24 16:02:39 INFO     Jitter: Convolving with Gaussian with sigma=0.012 arcsec
2026-04-24 16:02:39 INFO             resulting image peak drops to 0.973 of its previous value
