2026-04-24 14:07:20 INFO     Starting simulation...
2026-04-24 14:07:28 WARNING  165 points with problematic saturation / inverse linearity values!
2026-04-24 14:07:32 INFO     Simulating filter F158...
2026-04-24 14:07:32 INFO     Creating PSF using stpsf
2026-04-24 14:07:33 INFO     Using pupil mask 'F062' and detector 'WFI01'.
2026-04-24 14:07:33 INFO     Using pupil mask 'F062' and detector 'WFI18'.
2026-04-24 14:07:33 INFO     Using pupil mask 'F158' and detector 'WFI18'.
2026-04-24 14:07:33 INFO     No source spectrum supplied, therefore defaulting to 5700 K blackbody
2026-04-24 14:07:33 INFO     Computing wavelength weights using synthetic photometry for F158...
2026-04-24 14:07:34 INFO     Using pupil mask 'F158' and detector 'WFI18'.
2026-04-24 14:07:34 INFO     PSF calc using fov_arcsec = 5.000000, oversample = 4, number of wavelengths = 10
2026-04-24 14:07:34 INFO     Creating optical system model:
2026-04-24 14:07:34 INFO     Initialized OpticalSystem: Roman+WFI
2026-04-24 14:07:34 INFO     Roman Entrance Pupil: Loaded amplitude transmission from /home/np274/roman_l2_job/stpsf-data/WFI/pupils/RST_WIM_Filter_F158_WFI18.fits.gz
2026-04-24 14:07:34 INFO     Roman Entrance Pupil: Loaded OPD from /home/np274/roman_l2_job/stpsf-data/upscaled_HST_OPD.fits
2026-04-24 14:07:34 INFO     Added pupil plane: Roman Entrance Pupil
2026-04-24 14:07:34 INFO     Added coordinate inversion plane: OTE exit pupil
2026-04-24 14:07:34 INFO     Added pupil plane: Field Dependent Aberration (WFI18)
2026-04-24 14:07:34 INFO     Added detector with pixelscale=0.1078577405 and oversampling=4: WFI detector
2026-04-24 14:07:34 INFO     Calculating PSF with 10 wavelengths
2026-04-24 14:07:34 INFO      Propagating wavelength = 1.39535e-06 m
2026-04-24 14:07:47 INFO      Propagating wavelength = 1.43605e-06 m
2026-04-24 14:07:48 INFO      Propagating wavelength = 1.47675e-06 m
2026-04-24 14:07:50 INFO      Propagating wavelength = 1.51745e-06 m
2026-04-24 14:07:51 INFO      Propagating wavelength = 1.55815e-06 m
2026-04-24 14:07:53 INFO      Propagating wavelength = 1.59885e-06 m
2026-04-24 14:07:54 INFO      Propagating wavelength = 1.63955e-06 m
2026-04-24 14:07:56 INFO      Propagating wavelength = 1.68025e-06 m
2026-04-24 14:07:57 INFO      Propagating wavelength = 1.72095e-06 m
2026-04-24 14:07:59 INFO      Propagating wavelength = 1.76165e-06 m
2026-04-24 14:08:00 INFO       Calculation completed in 26.158 s
2026-04-24 14:08:00 INFO     PSF Calculation completed.
2026-04-24 14:08:00 INFO     Calculating jitter using gaussian
2026-04-24 14:08:00 INFO     Jitter: Convolving with Gaussian with sigma=0.012 arcsec
2026-04-24 14:08:00 INFO             resulting image peak drops to 0.972 of its previous value
2026-04-24 14:08:00 INFO     Detector charge diffusion not applied because charge_diffusion_sigma option is 0
2026-04-24 14:08:00 INFO      Adding extension with image downsampled to detector pixel scale.
2026-04-24 14:08:00 INFO      Downsampling to detector pixel scale, by 4
2026-04-24 14:08:00 INFO      Downsampling to detector pixel scale, by 4
2026-04-24 14:08:00 INFO     Creating PSF using stpsf
2026-04-24 14:08:00 INFO     Using pupil mask 'F062' and detector 'WFI01'.
2026-04-24 14:08:00 INFO     Using pupil mask 'F062' and detector 'WFI18'.
2026-04-24 14:08:01 INFO     Using pupil mask 'F158' and detector 'WFI18'.
2026-04-24 14:08:01 INFO     No source spectrum supplied, therefore defaulting to 5700 K blackbody
2026-04-24 14:08:01 INFO     Computing wavelength weights using synthetic photometry for F158...
2026-04-24 14:08:01 INFO     Using pupil mask 'F158' and detector 'WFI18'.
2026-04-24 14:08:01 INFO     PSF calc using fov_arcsec = 5.000000, oversample = 4, number of wavelengths = 10
2026-04-24 14:08:01 INFO     Creating optical system model:
2026-04-24 14:08:01 INFO     Initialized OpticalSystem: Roman+WFI
2026-04-24 14:08:01 INFO     Roman Entrance Pupil: Loaded amplitude transmission from /home/np274/roman_l2_job/stpsf-data/WFI/pupils/RST_WIM_Filter_F158_WFI18.fits.gz
2026-04-24 14:08:01 INFO     Roman Entrance Pupil: Loaded OPD from /home/np274/roman_l2_job/stpsf-data/upscaled_HST_OPD.fits
2026-04-24 14:08:01 INFO     Added pupil plane: Roman Entrance Pupil
2026-04-24 14:08:01 INFO     Added coordinate inversion plane: OTE exit pupil
2026-04-24 14:08:01 INFO     Added pupil plane: Field Dependent Aberration (WFI18)
2026-04-24 14:08:01 INFO     Added detector with pixelscale=0.1078577405 and oversampling=4: WFI detector
2026-04-24 14:08:01 INFO     Calculating PSF with 10 wavelengths
2026-04-24 14:08:01 INFO      Propagating wavelength = 1.39535e-06 m
2026-04-24 14:08:03 INFO      Propagating wavelength = 1.43605e-06 m
2026-04-24 14:08:04 INFO      Propagating wavelength = 1.47675e-06 m
2026-04-24 14:08:06 INFO      Propagating wavelength = 1.51745e-06 m
2026-04-24 14:08:07 INFO      Propagating wavelength = 1.55815e-06 m
2026-04-24 14:08:09 INFO      Propagating wavelength = 1.59885e-06 m
2026-04-24 14:08:10 INFO      Propagating wavelength = 1.63955e-06 m
2026-04-24 14:08:12 INFO      Propagating wavelength = 1.68025e-06 m
2026-04-24 14:08:13 INFO      Propagating wavelength = 1.72095e-06 m
2026-04-24 14:08:15 INFO      Propagating wavelength = 1.76165e-06 m
