2026-04-24 16:52:59 INFO     Starting simulation...
2026-04-24 16:53:05 WARNING  1164 points with problematic saturation / inverse linearity values!
2026-04-24 16:53:07 INFO     Simulating filter F158...
2026-04-24 16:53:08 INFO     Creating PSF using stpsf
2026-04-24 16:53:09 INFO     Using pupil mask 'F062' and detector 'WFI01'.
2026-04-24 16:53:09 INFO     Using pupil mask 'F062' and detector 'WFI04'.
2026-04-24 16:53:09 INFO     Using pupil mask 'F158' and detector 'WFI04'.
2026-04-24 16:53:09 INFO     No source spectrum supplied, therefore defaulting to 5700 K blackbody
2026-04-24 16:53:09 INFO     Computing wavelength weights using synthetic photometry for F158...
2026-04-24 16:53:09 INFO     Using pupil mask 'F158' and detector 'WFI04'.
2026-04-24 16:53:09 INFO     PSF calc using fov_arcsec = 5.000000, oversample = 4, number of wavelengths = 10
2026-04-24 16:53:09 INFO     Creating optical system model:
2026-04-24 16:53:09 INFO     Initialized OpticalSystem: Roman+WFI
2026-04-24 16:53:10 INFO     Roman Entrance Pupil: Loaded amplitude transmission from /home/np274/roman_l2_job/stpsf-data/WFI/pupils/RST_WIM_Filter_F158_WFI04.fits.gz
2026-04-24 16:53:10 INFO     Roman Entrance Pupil: Loaded OPD from /home/np274/roman_l2_job/stpsf-data/upscaled_HST_OPD.fits
2026-04-24 16:53:10 INFO     Added pupil plane: Roman Entrance Pupil
2026-04-24 16:53:10 INFO     Added coordinate inversion plane: OTE exit pupil
2026-04-24 16:53:10 INFO     Added pupil plane: Field Dependent Aberration (WFI04)
2026-04-24 16:53:10 INFO     Added detector with pixelscale=0.1078577405 and oversampling=4: WFI detector
2026-04-24 16:53:10 INFO     Calculating PSF with 10 wavelengths
2026-04-24 16:53:10 INFO      Propagating wavelength = 1.4013e-06 m
2026-04-24 16:53:23 INFO      Propagating wavelength = 1.4419e-06 m
2026-04-24 16:53:24 INFO      Propagating wavelength = 1.4825e-06 m
2026-04-24 16:53:26 INFO      Propagating wavelength = 1.5231e-06 m
2026-04-24 16:53:27 INFO      Propagating wavelength = 1.5637e-06 m
2026-04-24 16:53:29 INFO      Propagating wavelength = 1.6043e-06 m
2026-04-24 16:53:30 INFO      Propagating wavelength = 1.6449e-06 m
