PAIR_ID,skycell_name,n_truth_stars,n_truth_galaxies,n_recovered,n_false_positive,mag_50pct_stars,mag_50pct_galaxies,mag_90pct_stars,mag_90pct_galaxies,crossmatch_radius_arcsec
7,007m21x69y69,210,210,260,0,25.212500000000002,24.475,24.95,24.375,0.3
