kernel_fwhm,n_recovered,n_false_positive,fp_rate,mag_50pct_stars,mag_50pct_galaxies,mag_90pct_stars,mag_90pct_galaxies
2.0,255,1,0.00392156862745098,25.16,24.5,25.0,24.35
3.0,256,1,0.00390625,25.275,24.44,25.1,24.2
5.0,235,1,0.00425531914893617,25.075000000000003,24.2375,24.974999999999998,24.0875
7.0,211,1,0.004739336492890996,24.875,24.125,24.725,24.05
