kernel_fwhm,n_recovered,n_false_positive,fp_rate,mag_50pct_stars,mag_50pct_galaxies,mag_90pct_stars,mag_90pct_galaxies
2.0,267,0,0.0,25.3,24.585714285714285,25.0,24.5
3.0,268,0,0.0,25.325,24.55,25.25,24.400000000000002
5.0,255,0,0.0,25.28,24.425,25.025,24.275
7.0,226,0,0.0,24.992857142857144,24.2,24.85,24.080000000000002
