kernel_fwhm,n_recovered,n_false_positive,fp_rate,mag_50pct_stars,mag_50pct_galaxies,mag_90pct_stars,mag_90pct_galaxies
2.0,286,0,0.0,25.3625,24.7625,25.175,24.575
3.0,283,0,0.0,25.4,24.65,25.25,24.5
5.0,260,0,0.0,25.3,24.435714285714287,25.1375,24.35
7.0,240,0,0.0,25.125,24.325000000000003,24.9875,24.224999999999998
