kernel_fwhm,n_recovered,n_false_positive,fp_rate,mag_50pct_stars,mag_50pct_galaxies,mag_90pct_stars,mag_90pct_galaxies
2.0,232,5,0.021551724137931036,25.2,24.56,25.1,24.35
3.0,244,14,0.05737704918032787,25.31,24.54285714285714,25.150000000000002,24.275
5.0,232,15,0.06465517241379311,25.22,24.325000000000003,25.1,24.224999999999998
7.0,204,13,0.06372549019607843,24.89,24.224999999999998,24.725,23.9
