kernel_fwhm,n_recovered,n_false_positive,fp_rate,mag_50pct_stars,mag_50pct_galaxies,mag_90pct_stars,mag_90pct_galaxies
2.0,265,0,0.0,25.212500000000002,24.65,25.025,24.3875
3.0,267,0,0.0,25.325,24.537499999999998,25.025,24.3875
5.0,248,0,0.0,25.175,24.400000000000002,25.025,24.25
7.0,223,0,0.0,24.95,24.23,24.830000000000002,24.0875
