kernel_fwhm,n_recovered,n_false_positive,fp_rate,mag_50pct_stars,mag_50pct_galaxies,mag_90pct_stars,mag_90pct_galaxies
2.0,269,0,0.0,25.3,24.59,25.025,24.425
3.0,269,0,0.0,25.34,24.55,25.175,24.400000000000002
5.0,259,0,0.0,25.30625,24.433333333333334,25.175,24.366666666666667
7.0,229,0,0.0,24.992857142857144,24.3125,24.85,24.125
