kernel_fwhm,n_recovered,n_false_positive,fp_rate,mag_50pct_stars,mag_50pct_galaxies,mag_90pct_stars,mag_90pct_galaxies
2.0,73,3,0.0410958904109589,24.35,23.330000000000002,,
3.0,91,23,0.25274725274725274,24.35,23.330000000000002,,
5.0,99,38,0.3838383838383838,24.35,23.330000000000002,,
7.0,77,26,0.33766233766233766,24.05,23.330000000000002,,
