kernel_fwhm,n_recovered,n_false_positive,fp_rate,mag_50pct_stars,mag_50pct_galaxies,mag_90pct_stars,mag_90pct_galaxies
2.0,184,17,0.09239130434782608,24.735714285714284,24.0,24.65,23.75
3.0,218,48,0.22018348623853212,24.8,23.96,24.68,23.75
5.0,208,52,0.25,24.725,23.849999999999998,24.65,23.75
7.0,177,48,0.2711864406779661,24.462500000000002,23.650000000000002,23.75,23.45
