kernel_fwhm,n_recovered,n_false_positive,fp_rate,mag_50pct_stars,mag_50pct_galaxies,mag_90pct_stars,mag_90pct_galaxies
2.0,283,0,0.0,25.349999999999998,24.725,25.25,24.575
3.0,283,0,0.0,25.375,24.7,25.275,24.55
5.0,275,0,0.0,25.369999999999997,24.583333333333332,25.25,24.516666666666666
7.0,241,0,0.0,25.125,24.375,24.9875,24.2
