kernel_fwhm,n_recovered,n_false_positive,fp_rate,mag_50pct_stars,mag_50pct_galaxies,mag_90pct_stars,mag_90pct_galaxies
2.0,130,9,0.06923076923076923,24.575,24.05,,
3.0,140,19,0.1357142857142857,24.68,23.8,,
5.0,141,28,0.19858156028368795,24.575,23.775,,
7.0,114,24,0.21052631578947367,24.2,23.4875,,
