kernel_fwhm,n_recovered,n_false_positive,fp_rate,mag_50pct_stars,mag_50pct_galaxies,mag_90pct_stars,mag_90pct_galaxies
2.0,255,0,0.0,25.175,24.462500000000002,25.0,24.275
3.0,256,0,0.0,25.25,24.425,25.130000000000003,24.275
5.0,239,0,0.0,25.150000000000002,24.275,24.9875,24.2
7.0,213,0,0.0,24.9,24.133333333333333,24.8,24.066666666666666
