kernel_fwhm,n_recovered,n_false_positive,fp_rate,mag_50pct_stars,mag_50pct_galaxies,mag_90pct_stars,mag_90pct_galaxies
2.0,89,3,0.033707865168539325,24.05,23.75,,
3.0,93,6,0.06451612903225806,24.8,23.75,,
5.0,94,11,0.11702127659574468,24.05,23.75,,
7.0,77,8,0.1038961038961039,24.05,23.6,,
