kernel_fwhm,n_recovered,n_false_positive,fp_rate,mag_50pct_stars,mag_50pct_galaxies,mag_90pct_stars,mag_90pct_galaxies
2.0,260,0,0.0,25.212500000000002,24.475,24.95,24.375
3.0,263,0,0.0,25.4,24.433333333333334,25.130000000000003,24.366666666666667
5.0,245,0,0.0,25.175,24.375,25.025,24.2
7.0,223,0,0.0,24.95,24.2,24.830000000000002,24.080000000000002
