npixels,n_recovered,n_false_positive,fp_rate,mag_50pct_stars,mag_50pct_galaxies,mag_90pct_stars,mag_90pct_galaxies
9,172,70,0.4069767441860465,25.0,23.330000000000002,,
16,114,27,0.23684210526315788,24.95,23.330000000000002,,
25,73,3,0.0410958904109589,24.35,23.330000000000002,,
