npixels,n_recovered,n_false_positive,fp_rate,mag_50pct_stars,mag_50pct_galaxies,mag_90pct_stars,mag_90pct_galaxies
9,318,5,0.015723270440251572,25.85,24.65,25.73,24.425
16,279,3,0.010752688172043012,25.575,24.45,25.25,24.35
25,241,3,0.012448132780082987,25.0,24.380000000000003,24.85,24.2375
