npixels,n_recovered,n_false_positive,fp_rate,mag_50pct_stars,mag_50pct_galaxies,mag_90pct_stars,mag_90pct_galaxies
9,358,115,0.32122905027932963,25.7,24.35,25.25,23.9
16,252,50,0.1984126984126984,25.2,24.0875,24.95,23.75
25,184,17,0.09239130434782608,24.735714285714284,24.0,24.65,23.75
