npixels,n_recovered,n_false_positive,fp_rate,mag_50pct_stars,mag_50pct_galaxies,mag_90pct_stars,mag_90pct_galaxies
9,345,5,0.014492753623188406,,24.875,,24.815
16,327,1,0.0030581039755351682,25.8875,24.866666666666667,25.7375,24.8
25,282,0,0.0,25.4,24.65,25.25,24.53
