npixels,n_recovered,n_false_positive,fp_rate,mag_50pct_stars,mag_50pct_galaxies,mag_90pct_stars,mag_90pct_galaxies
9,440,161,0.3659090909090909,25.669999999999998,24.380000000000003,25.55,24.05
16,301,57,0.1893687707641196,25.325,24.29,25.0,23.975
25,220,17,0.07727272727272727,24.724999999999998,24.15,24.5,23.9
